user_external_id,course_shortname,role_shortname,company_shortname,group_idnumber
UNI_FAC_001,NBU-ORIENTATION-2026,editingteacher,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_001,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_001,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_001,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_001,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_001,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_002,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_002,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_002,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_002,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_002,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_003,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_003,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_003,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_003,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_003,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_004,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_004,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_004,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_004,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_004,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_005,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_005,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_005,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_005,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_005,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_006,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_006,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_006,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_006,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_006,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_007,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_007,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_007,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_007,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_007,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_008,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_008,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_008,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_008,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_008,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_009,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_009,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_009,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_009,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_009,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_010,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_010,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_010,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_010,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_010,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_011,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_011,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_011,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_011,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_011,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_012,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_012,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_012,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_012,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_012,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_013,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_013,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_013,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_013,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_013,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_014,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_014,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_014,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_014,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_014,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_015,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_015,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_015,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_015,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_015,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_016,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_016,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_016,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_016,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_016,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_017,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_017,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_017,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_017,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_017,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_018,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_018,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_018,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_018,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_018,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_019,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_019,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_019,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_019,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_019,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_020,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_020,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_020,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_020,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_020,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_021,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_021,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_021,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_021,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_021,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_022,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_022,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_022,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_022,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_022,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_023,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_023,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_023,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_023,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_023,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_024,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_024,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_024,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_024,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_024,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_025,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_025,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_025,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_025,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_025,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_026,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_026,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_026,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_026,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_026,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_027,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_027,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_027,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_027,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_027,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_028,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_028,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_028,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_028,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_028,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_029,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_029,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_029,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_029,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_029,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_030,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_030,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_030,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_030,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_030,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_031,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_031,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_031,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_031,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_031,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_032,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_032,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_032,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_032,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_032,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_033,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_033,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_033,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_033,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_033,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_034,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_034,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_034,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_034,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_034,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_035,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_035,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_035,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_035,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_035,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_036,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_036,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_036,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_036,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_036,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_037,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_037,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_037,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_037,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_037,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_038,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_038,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_038,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_038,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_038,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_039,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_039,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_039,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_039,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_039,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_040,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_040,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_040,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_040,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_040,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_041,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_041,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_041,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_041,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_041,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_042,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_042,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_042,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_042,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_042,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_043,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_043,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_043,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_043,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_043,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_044,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_044,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_044,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_044,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_044,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_045,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_045,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_045,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_045,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_045,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_046,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_046,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_046,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_046,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_046,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_047,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_047,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_047,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_047,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_047,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_048,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_048,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_048,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_048,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_048,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_049,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_049,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_049,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_049,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_049,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
UNI_STU_050,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_050,NBU-EC101-2026,student,NBU_ENGINEERING,NBU-EC101-A
UNI_STU_050,NBU-EC102-2026,student,NBU_ENGINEERING,NBU-EC102-A
UNI_STU_050,NBU-EC103-2026,student,NBU_ENGINEERING,NBU-EC103-A
UNI_STU_050,NBU-EC104-2026,student,NBU_ENGINEERING,NBU-EC104-A
UNI_STU_051,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_051,NBU-BUS101-2026,student,NBU_ENGINEERING,NBU-BUS101-A
UNI_STU_051,NBU-ACC101-2026,student,NBU_ENGINEERING,NBU-ACC101-A
UNI_STU_051,NBU-MKT101-2026,student,NBU_ENGINEERING,NBU-MKT101-A
UNI_STU_051,NBU-ECO101-2026,student,NBU_ENGINEERING,NBU-ECO101-A
UNI_STU_052,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_052,NBU-STAT101-2026,student,NBU_ENGINEERING,NBU-STAT101-A
UNI_STU_052,NBU-ML101-2026,student,NBU_ENGINEERING,NBU-ML101-A
UNI_STU_052,NBU-DV101-2026,student,NBU_ENGINEERING,NBU-DV101-A
UNI_STU_052,NBU-PY101-2026,student,NBU_ENGINEERING,NBU-PY101-A
UNI_STU_053,NBU-ORIENTATION-2026,student,NBU_ENGINEERING,NBU-ORIENTATION-A
UNI_STU_053,NBU-PROG101-2026,student,NBU_ENGINEERING,NBU-PROG101-A
UNI_STU_053,NBU-DS101-2026,student,NBU_ENGINEERING,NBU-DS101-A
UNI_STU_053,NBU-DB101-2026,student,NBU_ENGINEERING,NBU-DB101-A
UNI_STU_053,NBU-WEB101-2026,student,NBU_ENGINEERING,NBU-WEB101-A
