user_external_id,course_shortname,role_shortname,company_shortname,group_idnumber
SCH_STUDENT_007,GV-STD7-ENG-2026,student,GV_SCHOOL,GV-STD07-ENG-A
SCH_STUDENT_007,GV-STD7-SCI-2026,student,GV_SCHOOL,GV-STD07-SCI-A
SCH_STUDENT_008,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_008,GV-STD8-MATH-2026,student,GV_SCHOOL,GV-STD08-MATH-A
SCH_STUDENT_008,GV-STD8-ENG-2026,student,GV_SCHOOL,GV-STD08-ENG-A
SCH_STUDENT_008,GV-STD8-SCI-2026,student,GV_SCHOOL,GV-STD08-SCI-A
SCH_STUDENT_009,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_009,GV-STD9-MATH-2026,student,GV_SCHOOL,GV-STD09-MATH-A
SCH_STUDENT_009,GV-STD9-ENG-2026,student,GV_SCHOOL,GV-STD09-ENG-A
SCH_STUDENT_009,GV-STD9-SCI-2026,student,GV_SCHOOL,GV-STD09-SCI-A
SCH_STUDENT_010,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_010,GV-STD10-MATH-2026,student,GV_SCHOOL,GV-STD10-MATH-A
SCH_STUDENT_010,GV-STD10-ENG-2026,student,GV_SCHOOL,GV-STD10-ENG-A
SCH_STUDENT_010,GV-STD10-SCI-2026,student,GV_SCHOOL,GV-STD10-SCI-A
SCH_STUDENT_011,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_011,GV-STD11-MATH-2026,student,GV_SCHOOL,GV-STD11-MATH-A
SCH_STUDENT_011,GV-STD11-ENG-2026,student,GV_SCHOOL,GV-STD11-ENG-A
SCH_STUDENT_011,GV-STD11-PHY-2026,student,GV_SCHOOL,GV-STD11-PHY-A
SCH_STUDENT_012,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_012,GV-STD12-MATH-2026,student,GV_SCHOOL,GV-STD12-MATH-A
SCH_STUDENT_012,GV-STD12-ENG-2026,student,GV_SCHOOL,GV-STD12-ENG-A
SCH_STUDENT_012,GV-STD12-PHY-2026,student,GV_SCHOOL,GV-STD12-PHY-A
SCH_STUDENT_013,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_013,GV-STD1-MATH-2026,student,GV_SCHOOL,GV-STD01-MATH-A
SCH_STUDENT_013,GV-STD1-ENG-2026,student,GV_SCHOOL,GV-STD01-ENG-A
SCH_STUDENT_013,GV-STD1-EVS-2026,student,GV_SCHOOL,GV-STD01-EVS-A
SCH_STUDENT_014,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_014,GV-STD2-MATH-2026,student,GV_SCHOOL,GV-STD02-MATH-A
SCH_STUDENT_014,GV-STD2-ENG-2026,student,GV_SCHOOL,GV-STD02-ENG-A
SCH_STUDENT_014,GV-STD2-EVS-2026,student,GV_SCHOOL,GV-STD02-EVS-A
SCH_STUDENT_015,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_015,GV-STD3-MATH-2026,student,GV_SCHOOL,GV-STD03-MATH-A
SCH_STUDENT_015,GV-STD3-ENG-2026,student,GV_SCHOOL,GV-STD03-ENG-A
SCH_STUDENT_015,GV-STD3-EVS-2026,student,GV_SCHOOL,GV-STD03-EVS-A
SCH_STUDENT_016,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_016,GV-STD4-MATH-2026,student,GV_SCHOOL,GV-STD04-MATH-A
SCH_STUDENT_016,GV-STD4-ENG-2026,student,GV_SCHOOL,GV-STD04-ENG-A
SCH_STUDENT_016,GV-STD4-EVS-2026,student,GV_SCHOOL,GV-STD04-EVS-A
SCH_STUDENT_017,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_017,GV-STD5-MATH-2026,student,GV_SCHOOL,GV-STD05-MATH-A
SCH_STUDENT_017,GV-STD5-ENG-2026,student,GV_SCHOOL,GV-STD05-ENG-A
SCH_STUDENT_017,GV-STD5-EVS-2026,student,GV_SCHOOL,GV-STD05-EVS-A
SCH_STUDENT_018,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_018,GV-STD6-MATH-2026,student,GV_SCHOOL,GV-STD06-MATH-A
SCH_STUDENT_018,GV-STD6-ENG-2026,student,GV_SCHOOL,GV-STD06-ENG-A
SCH_STUDENT_018,GV-STD6-SCI-2026,student,GV_SCHOOL,GV-STD06-SCI-A
SCH_STUDENT_019,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_019,GV-STD7-MATH-2026,student,GV_SCHOOL,GV-STD07-MATH-A
SCH_STUDENT_019,GV-STD7-ENG-2026,student,GV_SCHOOL,GV-STD07-ENG-A
SCH_STUDENT_019,GV-STD7-SCI-2026,student,GV_SCHOOL,GV-STD07-SCI-A
SCH_STUDENT_020,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_020,GV-STD8-MATH-2026,student,GV_SCHOOL,GV-STD08-MATH-A
SCH_STUDENT_020,GV-STD8-ENG-2026,student,GV_SCHOOL,GV-STD08-ENG-A
SCH_STUDENT_020,GV-STD8-SCI-2026,student,GV_SCHOOL,GV-STD08-SCI-A
SCH_STUDENT_021,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_021,GV-STD9-MATH-2026,student,GV_SCHOOL,GV-STD09-MATH-A
SCH_STUDENT_021,GV-STD9-ENG-2026,student,GV_SCHOOL,GV-STD09-ENG-A
SCH_STUDENT_021,GV-STD9-SCI-2026,student,GV_SCHOOL,GV-STD09-SCI-A
SCH_STUDENT_022,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_022,GV-STD10-MATH-2026,student,GV_SCHOOL,GV-STD10-MATH-A
SCH_STUDENT_022,GV-STD10-ENG-2026,student,GV_SCHOOL,GV-STD10-ENG-A
SCH_STUDENT_022,GV-STD10-SCI-2026,student,GV_SCHOOL,GV-STD10-SCI-A
SCH_STUDENT_023,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_023,GV-STD11-MATH-2026,student,GV_SCHOOL,GV-STD11-MATH-A
SCH_STUDENT_023,GV-STD11-ENG-2026,student,GV_SCHOOL,GV-STD11-ENG-A
SCH_STUDENT_023,GV-STD11-PHY-2026,student,GV_SCHOOL,GV-STD11-PHY-A
SCH_STUDENT_024,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_024,GV-STD12-MATH-2026,student,GV_SCHOOL,GV-STD12-MATH-A
SCH_STUDENT_024,GV-STD12-ENG-2026,student,GV_SCHOOL,GV-STD12-ENG-A
SCH_STUDENT_024,GV-STD12-PHY-2026,student,GV_SCHOOL,GV-STD12-PHY-A
SCH_STUDENT_025,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_025,GV-STD1-MATH-2026,student,GV_SCHOOL,GV-STD01-MATH-A
SCH_STUDENT_025,GV-STD1-ENG-2026,student,GV_SCHOOL,GV-STD01-ENG-A
SCH_STUDENT_025,GV-STD1-EVS-2026,student,GV_SCHOOL,GV-STD01-EVS-A
SCH_STUDENT_026,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_026,GV-STD2-MATH-2026,student,GV_SCHOOL,GV-STD02-MATH-A
SCH_STUDENT_026,GV-STD2-ENG-2026,student,GV_SCHOOL,GV-STD02-ENG-A
SCH_STUDENT_026,GV-STD2-EVS-2026,student,GV_SCHOOL,GV-STD02-EVS-A
SCH_STUDENT_027,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_027,GV-STD3-MATH-2026,student,GV_SCHOOL,GV-STD03-MATH-A
SCH_STUDENT_027,GV-STD3-ENG-2026,student,GV_SCHOOL,GV-STD03-ENG-A
SCH_STUDENT_027,GV-STD3-EVS-2026,student,GV_SCHOOL,GV-STD03-EVS-A
SCH_STUDENT_028,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_028,GV-STD4-MATH-2026,student,GV_SCHOOL,GV-STD04-MATH-A
SCH_STUDENT_028,GV-STD4-ENG-2026,student,GV_SCHOOL,GV-STD04-ENG-A
SCH_STUDENT_028,GV-STD4-EVS-2026,student,GV_SCHOOL,GV-STD04-EVS-A
SCH_STUDENT_029,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_029,GV-STD5-MATH-2026,student,GV_SCHOOL,GV-STD05-MATH-A
SCH_STUDENT_029,GV-STD5-ENG-2026,student,GV_SCHOOL,GV-STD05-ENG-A
SCH_STUDENT_029,GV-STD5-EVS-2026,student,GV_SCHOOL,GV-STD05-EVS-A
SCH_STUDENT_030,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_030,GV-STD6-MATH-2026,student,GV_SCHOOL,GV-STD06-MATH-A
SCH_STUDENT_030,GV-STD6-ENG-2026,student,GV_SCHOOL,GV-STD06-ENG-A
SCH_STUDENT_030,GV-STD6-SCI-2026,student,GV_SCHOOL,GV-STD06-SCI-A
SCH_STUDENT_031,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_031,GV-STD7-MATH-2026,student,GV_SCHOOL,GV-STD07-MATH-A
SCH_STUDENT_031,GV-STD7-ENG-2026,student,GV_SCHOOL,GV-STD07-ENG-A
SCH_STUDENT_031,GV-STD7-SCI-2026,student,GV_SCHOOL,GV-STD07-SCI-A
SCH_STUDENT_032,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_032,GV-STD8-MATH-2026,student,GV_SCHOOL,GV-STD08-MATH-A
SCH_STUDENT_032,GV-STD8-ENG-2026,student,GV_SCHOOL,GV-STD08-ENG-A
SCH_STUDENT_032,GV-STD8-SCI-2026,student,GV_SCHOOL,GV-STD08-SCI-A
SCH_STUDENT_033,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_033,GV-STD9-MATH-2026,student,GV_SCHOOL,GV-STD09-MATH-A
SCH_STUDENT_033,GV-STD9-ENG-2026,student,GV_SCHOOL,GV-STD09-ENG-A
SCH_STUDENT_033,GV-STD9-SCI-2026,student,GV_SCHOOL,GV-STD09-SCI-A
SCH_STUDENT_034,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_034,GV-STD10-MATH-2026,student,GV_SCHOOL,GV-STD10-MATH-A
SCH_STUDENT_034,GV-STD10-ENG-2026,student,GV_SCHOOL,GV-STD10-ENG-A
SCH_STUDENT_034,GV-STD10-SCI-2026,student,GV_SCHOOL,GV-STD10-SCI-A
SCH_STUDENT_035,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_035,GV-STD11-MATH-2026,student,GV_SCHOOL,GV-STD11-MATH-A
SCH_STUDENT_035,GV-STD11-ENG-2026,student,GV_SCHOOL,GV-STD11-ENG-A
SCH_STUDENT_035,GV-STD11-PHY-2026,student,GV_SCHOOL,GV-STD11-PHY-A
SCH_STUDENT_036,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_036,GV-STD12-MATH-2026,student,GV_SCHOOL,GV-STD12-MATH-A
SCH_STUDENT_036,GV-STD12-ENG-2026,student,GV_SCHOOL,GV-STD12-ENG-A
SCH_STUDENT_036,GV-STD12-PHY-2026,student,GV_SCHOOL,GV-STD12-PHY-A
SCH_STUDENT_037,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_037,GV-STD1-MATH-2026,student,GV_SCHOOL,GV-STD01-MATH-A
SCH_STUDENT_037,GV-STD1-ENG-2026,student,GV_SCHOOL,GV-STD01-ENG-A
SCH_STUDENT_037,GV-STD1-EVS-2026,student,GV_SCHOOL,GV-STD01-EVS-A
SCH_STUDENT_038,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_038,GV-STD2-MATH-2026,student,GV_SCHOOL,GV-STD02-MATH-A
SCH_STUDENT_038,GV-STD2-ENG-2026,student,GV_SCHOOL,GV-STD02-ENG-A
SCH_STUDENT_038,GV-STD2-EVS-2026,student,GV_SCHOOL,GV-STD02-EVS-A
SCH_STUDENT_039,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_039,GV-STD3-MATH-2026,student,GV_SCHOOL,GV-STD03-MATH-A
SCH_STUDENT_039,GV-STD3-ENG-2026,student,GV_SCHOOL,GV-STD03-ENG-A
SCH_STUDENT_039,GV-STD3-EVS-2026,student,GV_SCHOOL,GV-STD03-EVS-A
SCH_STUDENT_040,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_040,GV-STD4-MATH-2026,student,GV_SCHOOL,GV-STD04-MATH-A
SCH_STUDENT_040,GV-STD4-ENG-2026,student,GV_SCHOOL,GV-STD04-ENG-A
SCH_STUDENT_040,GV-STD4-EVS-2026,student,GV_SCHOOL,GV-STD04-EVS-A
SCH_STUDENT_041,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_041,GV-STD5-MATH-2026,student,GV_SCHOOL,GV-STD05-MATH-A
SCH_STUDENT_041,GV-STD5-ENG-2026,student,GV_SCHOOL,GV-STD05-ENG-A
SCH_STUDENT_041,GV-STD5-EVS-2026,student,GV_SCHOOL,GV-STD05-EVS-A
SCH_STUDENT_042,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_042,GV-STD6-MATH-2026,student,GV_SCHOOL,GV-STD06-MATH-A
SCH_STUDENT_042,GV-STD6-ENG-2026,student,GV_SCHOOL,GV-STD06-ENG-A
SCH_STUDENT_042,GV-STD6-SCI-2026,student,GV_SCHOOL,GV-STD06-SCI-A
SCH_STUDENT_043,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_043,GV-STD7-MATH-2026,student,GV_SCHOOL,GV-STD07-MATH-A
SCH_STUDENT_043,GV-STD7-ENG-2026,student,GV_SCHOOL,GV-STD07-ENG-A
SCH_STUDENT_043,GV-STD7-SCI-2026,student,GV_SCHOOL,GV-STD07-SCI-A
SCH_STUDENT_044,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_044,GV-STD8-MATH-2026,student,GV_SCHOOL,GV-STD08-MATH-A
SCH_STUDENT_044,GV-STD8-ENG-2026,student,GV_SCHOOL,GV-STD08-ENG-A
SCH_STUDENT_044,GV-STD8-SCI-2026,student,GV_SCHOOL,GV-STD08-SCI-A
SCH_STUDENT_045,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_045,GV-STD9-MATH-2026,student,GV_SCHOOL,GV-STD09-MATH-A
SCH_STUDENT_045,GV-STD9-ENG-2026,student,GV_SCHOOL,GV-STD09-ENG-A
SCH_STUDENT_045,GV-STD9-SCI-2026,student,GV_SCHOOL,GV-STD09-SCI-A
SCH_STUDENT_046,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_046,GV-STD10-MATH-2026,student,GV_SCHOOL,GV-STD10-MATH-A
SCH_STUDENT_046,GV-STD10-ENG-2026,student,GV_SCHOOL,GV-STD10-ENG-A
SCH_STUDENT_046,GV-STD10-SCI-2026,student,GV_SCHOOL,GV-STD10-SCI-A
SCH_STUDENT_047,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_047,GV-STD11-MATH-2026,student,GV_SCHOOL,GV-STD11-MATH-A
SCH_STUDENT_047,GV-STD11-ENG-2026,student,GV_SCHOOL,GV-STD11-ENG-A
SCH_STUDENT_047,GV-STD11-PHY-2026,student,GV_SCHOOL,GV-STD11-PHY-A
SCH_STUDENT_048,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_048,GV-STD12-MATH-2026,student,GV_SCHOOL,GV-STD12-MATH-A
SCH_STUDENT_048,GV-STD12-ENG-2026,student,GV_SCHOOL,GV-STD12-ENG-A
SCH_STUDENT_048,GV-STD12-PHY-2026,student,GV_SCHOOL,GV-STD12-PHY-A
SCH_STUDENT_049,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_049,GV-STD1-MATH-2026,student,GV_SCHOOL,GV-STD01-MATH-A
SCH_STUDENT_049,GV-STD1-ENG-2026,student,GV_SCHOOL,GV-STD01-ENG-A
SCH_STUDENT_049,GV-STD1-EVS-2026,student,GV_SCHOOL,GV-STD01-EVS-A
SCH_STUDENT_050,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_050,GV-STD2-MATH-2026,student,GV_SCHOOL,GV-STD02-MATH-A
SCH_STUDENT_050,GV-STD2-ENG-2026,student,GV_SCHOOL,GV-STD02-ENG-A
SCH_STUDENT_050,GV-STD2-EVS-2026,student,GV_SCHOOL,GV-STD02-EVS-A
SCH_STUDENT_051,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_051,GV-STD3-MATH-2026,student,GV_SCHOOL,GV-STD03-MATH-A
SCH_STUDENT_051,GV-STD3-ENG-2026,student,GV_SCHOOL,GV-STD03-ENG-A
SCH_STUDENT_051,GV-STD3-EVS-2026,student,GV_SCHOOL,GV-STD03-EVS-A
SCH_STUDENT_052,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_052,GV-STD4-MATH-2026,student,GV_SCHOOL,GV-STD04-MATH-A
SCH_STUDENT_052,GV-STD4-ENG-2026,student,GV_SCHOOL,GV-STD04-ENG-A
SCH_STUDENT_052,GV-STD4-EVS-2026,student,GV_SCHOOL,GV-STD04-EVS-A
SCH_STUDENT_053,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_053,GV-STD5-MATH-2026,student,GV_SCHOOL,GV-STD05-MATH-A
SCH_STUDENT_053,GV-STD5-ENG-2026,student,GV_SCHOOL,GV-STD05-ENG-A
SCH_STUDENT_053,GV-STD5-EVS-2026,student,GV_SCHOOL,GV-STD05-EVS-A
SCH_STUDENT_054,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_054,GV-STD6-MATH-2026,student,GV_SCHOOL,GV-STD06-MATH-A
SCH_STUDENT_054,GV-STD6-ENG-2026,student,GV_SCHOOL,GV-STD06-ENG-A
SCH_STUDENT_054,GV-STD6-SCI-2026,student,GV_SCHOOL,GV-STD06-SCI-A
SCH_STUDENT_055,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_055,GV-STD7-MATH-2026,student,GV_SCHOOL,GV-STD07-MATH-A
SCH_STUDENT_055,GV-STD7-ENG-2026,student,GV_SCHOOL,GV-STD07-ENG-A
SCH_STUDENT_055,GV-STD7-SCI-2026,student,GV_SCHOOL,GV-STD07-SCI-A
SCH_STUDENT_056,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_056,GV-STD8-MATH-2026,student,GV_SCHOOL,GV-STD08-MATH-A
SCH_STUDENT_056,GV-STD8-ENG-2026,student,GV_SCHOOL,GV-STD08-ENG-A
SCH_STUDENT_056,GV-STD8-SCI-2026,student,GV_SCHOOL,GV-STD08-SCI-A
SCH_STUDENT_057,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_057,GV-STD9-MATH-2026,student,GV_SCHOOL,GV-STD09-MATH-A
SCH_STUDENT_057,GV-STD9-ENG-2026,student,GV_SCHOOL,GV-STD09-ENG-A
SCH_STUDENT_057,GV-STD9-SCI-2026,student,GV_SCHOOL,GV-STD09-SCI-A
SCH_STUDENT_058,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
SCH_STUDENT_058,GV-STD10-MATH-2026,student,GV_SCHOOL,GV-STD10-MATH-A
SCH_STUDENT_058,GV-STD10-ENG-2026,student,GV_SCHOOL,GV-STD10-ENG-A
SCH_STUDENT_058,GV-STD10-SCI-2026,student,GV_SCHOOL,GV-STD10-SCI-A
SCH_STUDENT_059,GV-ORIENTATION-2026,student,GV_SCHOOL,GV-ORIENTATION-A
